time,body
2022-01-25,"There’s a question about “virtual currency” on the front page of your tax return, making it clear you need to disclose crypto activity. If you don’t report transactions and face an IRS audit, you may be hit with interest, penalties or even criminal charges.“You’re playing with fire if you don’t report it,” said David Canedo, a CPA and tax specialist product manager at Accointing. After recent market dips, reporting last year's cryptocurrency profits on your tax return may be less appealing. But hiding taxable activity may lead to IRS trouble, experts warn.In 2021, the digital asset market sailed past $2 trillion, with bitcoin peaking at nearly $69,000 in November and ether growing to almost $5,000 during the same period. While values dropped in December, many investors still had sizable gains.  And the IRS has made it clear they are watching with a yes or no question about ""virtual currency"" near the top of the first page of your tax return.     ""That's where the hammer comes down because they can say that you lied on a government document under penalties of perjury,"" said Ryan Losi, a Richmond, Virginia-based CPA and executive vice president of accounting firm PIASCIK. More from Advice and the Advisor:Tax filing season kicks off. Here's how to get a faster refundYour divorce may affect how much you receive from Social SecurityHere’s how to navigate Medicare if you return to work after retiring Loading chart... Cryptocurrency may be subject to capital gains when exchanged or sold at a profit. Swapping digital coins, cashing out for U.S. dollars or even making a purchase may be taxable events, Losi explained.The gain or loss is the difference between your purchase price, known as basis, and the value when selling or exchanging, and your tax rates depend on the length of ownership.  If you held digital assets for more than one year, you might qualify for long-term capital gains rates of 0%, 15% or 20%, depending on your taxable income.However, many crypto investors sell or exchange more frequently, according to a CNBC survey, triggering short-term capital gains, levied at regular income tax rates, up to 37% for top earners.What's worse, figuring out your basis to calculate your crypto tax bill may not be easy with limited reporting from digital currency exchanges.   If you don't report taxable crypto activity and face an IRS audit, you may incur interest, penalties, or even criminal charges.It may be considered tax evasion or fraud, said David Canedo, a Milwaukee-based CPA and tax specialist product manager at Accointing, a crypto tracking and tax reporting tool.While the chances of IRS scrutiny are lower with limited staffing, the agency may pursue larger amounts of money, he said.  For example, there's a big difference between buying bitcoin in 2012 and cashing out millions of dollars in 2021 versus small trades for $100 profit, Canedo said. But you still have to disclose everything regardless. ""You're playing with fire if you don't report it,"" he said.Although the IRS has a three-year lookback for errors, there is no statute of limitations for fraud, Canedo said.Another risk is whistleblowers, who can report missing activity to the IRS for a percentage of penalties collected, Losi from PIASCIK said.""The number one way the IRS finds out about tax cheats is a former business partner or former spouse,"" he said."
2022-01-26,"FTX U.S., the American affiliate of cryptocurrency exchange FTX, has raised $400 million in its first external fundraising round.The investment gives FTX U.S. a valuation of $8 billion, placing it among the world's most valuable private crypto firms.The deal shows start-up investors' confidence in crypto hasn't been shaken, even as token prices have fallen sharply. FTX U.S., the American affiliate of cryptocurrency exchange FTX, said Wednesday it has raised $400 million in its first external fundraising round.The investment gives FTX U.S. a valuation of $8 billion, placing it among the world's most valuable private crypto firms. Investors in the round include Temasek, the Ontario Teachers' Pension Plan Board and SoftBank's Vision Fund 2.related investing newsCrypto sees fifth consecutive week of outflows, with negative sentiment focused on bitcoinTanaya Macheel13 hours agoThe deal shows that start-up investors' confidence in the nascent digital asset industry hasn't been shaken, even as the prices of bitcoin and other tokens have fallen sharply.Bitcoin and ether, the world's two biggest virtual currencies, have both roughly halved in value since reaching record highs in November, while smaller tokens like solana and cardano have suffered even steeper declines.The slump has led some to fear a more dramatic downturn known as ""crypto winter"" could be on its way. Brett Harrison, president of FTX U.S., said the market turbulence shows how crypto is a ""volatile asset class.""""Volatility cuts both ways,"" he said. ""With all of the large upturns that we've seen in crypto, we have to expect that there are going to be downturns as well. And we're definitely in that period right now.""Harrison said the phenomenon is ""not specific to crypto"" — stock markets have taken a tumble as well. ""I think that we are going to eventually see a bounce back,"" he added.FTX was set up in Hong Kong in 2019 by 29-year-old crypto entrepreneur Sam Bankman-Fried. The wider company, recently valued by investors at $25 billion, has since moved its headquarters to the Bahamas.Bankman-Fried established FTX U.S. as the American sister to distinguish it from his main exchange, as officials in Washington began taking a closer look at the digital currency market. Trading launched on the platform in May 2020. In a trading update Wednesday, FTX U.S. said average daily volumes on its platform grew sevenfold in 2021, peaking at more than $800 million in November after bitcoin notched a record high of almost $69,000.The company facilitated more than $67 billion in spot crypto trades last year. It now has around 1.2 million registered users in total.FTX U.S. hopes the investment will help it gain an edge over rivals like Coinbase and Robinhood. Like FTX, the company is making a push into derivatives — contracts that allow investors to speculate on the performance of an asset. It acquired LedgerX, a crypto futures and options exchange, in October.Harrison says the U.S. market for crypto derivatives pales in comparison to the international marketplace. Investors see that there's ""an enormous opportunity for us to bring much of that volume onshore,"" he added.Coinbase is looking to make similar moves beyond spot trading, agreeing a deal to buy derivatives exchange FairX earlier this month. Still, regulators are growing concerned by the rapid rise of the crypto industry. They fear certain aspects of the market may pose the threat of contagion across financial markets, and that consumers are getting into crypto investments without knowing the risks involved.President Joe Biden's administration is reportedly expected to deliver an executive order calling for regulation of digital assets as early as next month.Harrison said officials in Washington have two primary concerns with crypto — stablecoins and oversight of exchanges.Digital currencies like tether and Circle's USD Coin are meant to be pegged to the U.S. dollar, but it's not that simple. Tether has admitted its reserves include short-term debt obligations and other assets as well as dollars. And, up until recently, USD Coin's reserves had included assets other than cash and U.S. government bonds.Meanwhile, crypto exchanges are currently regulated in the U.S. as money transfer businesses. Harrison says that's ""not a sustainable long-term future"" and wants stricter oversight with rules against market manipulation, a major source of concern in the crypto market."
2022-01-26,"The Diem Association, which oversees development of the Diem digital currency, is considering a sale of its assets, according to a Bloomberg report. Diem is reportedly in talks now with investment bankers about next steps, including how to sell its intellectual property, in an effort to capture whatever value is left. Sources speaking to Bloomberg also say that the company is trying to find a new destination for the engineers who developed this technology.  Mark Zuckerberg's ambitious plan to build his own cryptocurrency is falling apart, amid growing pressure from regulators.The Diem Association, which oversees development of the Diem digital currency, is considering a sale of its assets, in order to return capital to its investors, according to a Bloomberg report released Wednesday morning.A spokesperson for the Diem Association declined to comment. Facebook's parent company, Meta, did not respond to a request for comment.Diem is reportedly in talks now with investment bankers about next steps, including how to sell its intellectual property, in an effort to capture whatever value is left. Sources speaking to Bloomberg say that the company is also trying to find a new destination for the engineers who developed this technology.Discussions are apparently still in early stages, and there is no guarantee that Diem will find a buyer. Even if it does, the report noted that it is unclear how it would set a value on the project's intellectual property, or the engineers who developed it.One of the people speaking to Bloomberg under condition of anonymity says that Meta owns about a third of the venture, and the remainder is owned by association members, such as Andreessen Horowitz, Union Square Ventures and Ribbit Capital. Zuckerberg's beleaguered crypto project has been stymied by drama since it was first announced in June 2019.At the time, the cryptocurrency was called Libra, and it was initially conceived of as a stablecoin, which is a specific subset of cryptocurrencies that have a value pegged to a real-world asset, such as a fiat currency like the U.S. dollar or a commodity like gold. In the case of Zuckerberg's stablecoin, the initial plan was to launch a universal currency tied to a basket of major currencies and government debt.The project was instantly met with hostility from central bankers and politicians, who feared it might facilitate nefarious activities such as money laundering and privacy infringement, as well as prove a formidable rival to sovereign currencies like the U.S. dollar. In the wake of regulatory backlash, the embattled project pivoted to the concept of launching multiple stablecoins, each of which would be pegged to a fiat currency, plus one multicurrency coin.Ultimately, the vision for the cryptocurrency was slimmed down to a U.S. dollar-backed stablecoin known as Diem USD.The project itself has also followed a somewhat convoluted chain of ownership and suffered an exodus of corporate partners and top-level executives.It also once had the backing of multiple partners, but as the Meta chief headed to Capitol Hill to defend the project, key backers like Visa, Mastercard and PayPal abandoned the project. In November of last year, David Marcus, the head of Meta's cryptocurrency efforts, announced that he, too, would be leaving."
2022-01-26,"Paris Hilton believes everything is going digital.That's why the 40-year-old hotel heiress is betting big on cryptocurrencies, non-fungible tokens (NFTs) and now the metaverse.""I just really believe in them,"" Hilton, a longtime socialite and media personality whose enthusiasm comes from six years and counting of crypto investing, tells CNBC Make It.Hilton didn't disclose how much she has invested in crypto, but says she started investing in both bitcoin and ether in 2016. At the time, one bitcoin was valued at around $1,000 and one ether was priced around $10, according to Coin Metrics data. Today, they're worth more than $38,000 and $2,640, respectively.Hilton told The Guardian in November that she first started investing in crypto after becoming ""friends"" with the founders of ethereum, the decentralized computing platform that produces ether, the currency in which a majority of NFTs are traded. Now, even amid a recent cryptocurrency market selloff, during which both bitcoin and ether lost about 50% of their market value from their all-time highs in November, Hilton is still bullish.""I see digital currencies definitely rising [again],"" Hilton says. ""Right now, what I did, which is what people say, is buy the dip.""""Buy the dip"" refers to the concept of buying an asset after it has dropped in price, and hoping it'll rise again in the future. Investing experts warn that you should only invest money into crypto that you are willing to lose: Jumping in because the price has dropped shouldn't be your sole reason, Ivory Johnson, a certified financial planner and founder of Delancey Wealth Management in Washington, D.C., told CNBC on Monday.Better reasons, Johnson said, include using crypto assets as stores of value and taking advantage of increasing crypto adoption rates across the world.As for NFTs, Hilton created her first one in 2019, and sold it in March 2020 for charity, winning ""Best Charity NFT"" at that year's NFT awards ceremony. In April 2021, she launched her own NFT collection, selling one called the ""Iconic Crypto Queen"" for $1.1 million in ether. She buys them, too: Hilton told The Guardian that she owned more than 150 NFTs.Most recently, the socialite joined NFT platform Origin Protocol as an investor and strategic advisor to help people mint their own NFTS and sell them on the site's platform.Hilton says creating art — like NFTs — has been therapeutic and healing for her. ""I see NFTs as the future of art,"" she says, noting that in the traditional art world, artists rarely get secondary sales like they often do with NFTs. ""I love that it gives power back to the creators.""She says her next NFT collection will focus on her life's story, including all its well-known highs and lows. In recent years, Hilton has been outspoken about the alleged abuse she endured at a Utah boarding school as a teen, and how it took a toll on her life ever since.""But now, I've really taken back my power and become a businesswoman and a social advocate,"" she says. ""I'm using my platform for good and positive change.""NFTs also go hand-in-hand with the metaverse, a network of 3D virtual worlds where people can work, play and explore — and a place where many are looking forward to showcasing their NFT collections. Hilton says she has been interested in the concept for years, well before Facebook rebranded as Meta and set the business world alight with metaverse buzz.In 2017, ""I was already developing, like, this whole 'Paris World' where people could watch me DJ and come hang out,"" she says.Paris World eventually became an outpost on gaming company Roblox's platform, which launched in October. This past New Year's Eve, Hilton used Paris World to host her first metaverse party. The virtual gathering was double the size of the crowd in New York City's Times Square that night, she says. (Roblox did not immediately respond to CNBC Make It's request for confirmation.)""I thought that was amazing, and that was just the beta opening of it,"" Hilton says. ""The possibilities are truly endless.""Next up, she says: bringing NFTs into Paris World, building a new line of digital wearables and creating a digital fashion brand.Don't miss:Bitcoin vs. gold: Here's what billionaire Ray Dalio thinksNBA legend Shaquille O’Neal explains why he hasn’t invested in cryptoNBA legend Charles Barkley: My advisors 'don't believe in crypto'"
2022-01-27,"Alphabet's Google Cloud division is forming a team to win blockchain business after making a concerted effort in retail and other industries.Google Cloud customers include blockchain companies such as Dapper Labs, Hedera and Theta Labs.In the future Google Cloud could accept payments in cryptocurrencies. Google's cloud division has formed a group to build business around blockchain applications, following efforts to grow in retail, health care and other industries.Success could help Google further diversify away from advertising and become more prominent in the growing market for computing and storage services delivered from remote third-party data centers.Blockchain advocates often talk about constructing decentralized applications that leave large intermediaries out of the equation. In particular, DeFi (short for ""decentralized finance"") is a rapidly growing sector of the crypto market that aims to cut out middlemen, such as banks, from traditional financial transactions, like securing a loan.With DeFi, banks and lawyers are replaced by a programmable piece of code called a smart contract. This contract is written on a public blockchain, like ethereum or solana, and it executes when certain conditions are met, negating the need for a central intermediary. This idea of decentralized apps has become more popular among technologists who envision Web3, a decentralized version of the internet that breaks away from Web 2.0, which saw an explosion of user-generated content such as blogs and social networks. Some of those services eventually came to be owned by large internet players — including Google, which bought Blogger and YouTube (which is now one of its strongest businesses).Today Amazon, Google and other cloud-computing providers represent a type of centralization, by operating vast facilities that offer computing services to millions of customers. Read more about tech and crypto from CNBC ProBitcoin just posted its worst week of the year. Here's where analysts see it heading next.These tech stocks have never been more compelling, Goldman Sachs saysBank of America says this chip stock is the best way to play the electric vehicle transition Bitcoin just posted its worst week of the year. Here's where analysts see it heading next.These tech stocks have never been more compelling, Goldman Sachs saysBank of America says this chip stock is the best way to play the electric vehicle transition That's not about to stop Google from trying to capitalize on an opportunity. The cloud group plans to hire a slew of people with blockchain expertise, said Richard Widmann, head of strategy for digital assets at Google's cloud unit.""We think that if we do our jobs right, it will drive decentralization,"" he said.Google's cloud marketplace already offers tools developers can tap to start building blockchain networks, and it has blockchain customers, including Dapper Labs, Hedera and Theta Labs, along with exchanges. Google also offers data sets that people can explore with the BigQuery service to view transaction history for bitcoin and other currencies.Now, Google is considering what types of services it can offer directly to developers in the blockchain space, Widmann said.There are ""things we can do to reduce the frictions some customers have with respect to paying for centralized cloud utilizing cryptocurrencies,"" Widmann said. Foundations and other entities engaged in development in the world of digital assets are mainly capitalized with cryptocurrencies, he said.Thomas Kurian, Google's cloud CEO, has identified retail, health care and three other industries as target areas. As customers in those sectors choose to adopt blockchain technologies, Google can help, Widmann said. Other cloud providers have become crypto-curious, too, although none other than Google has announced the establishment of a blockchain business group.Amazon Web Services, which led the cloud infrastructure market in 2020 with 40.8% share, according to technology industry researcher Gartner, announced a managed blockchain service in 2018. The website for the AWS service identifies Accenture, AT&T and Nestle as customers.Microsoft, which Gartner said had 19.7% share in 2020, introduced a fully managed Azure Blockchain Service in 2019 but retired it in September, citing ""lowered interest"" in a blog post. Smaller cloud providers are also aware of the opportunity.""We have a lot of blockchain and crypto customers on the platform,"" said Gabe Monroy, chief product officer at DigitalOcean, which focuses on small and midsize businesses. ""It was one of our biggest cohort growth segments over 2021. We're definitely paying close attention to the space.""Cryptocurrency companies are also starting to cater to software developers. Cryptocurrency exchange operator Coinbase has announced a slew of services under the banner Coinbase Cloud, and it describes the tools as being capable of running on multiple clouds.""This is kind of like our AWS for crypto,"" Coinbase CEO Brian Armstrong said at the JPMorgan Crypto Economy Forum in November. ""We're trying to externalize some of the services that we've had to build. A lot of hard engineering has gone into how do we store crypto and integrate all the blockchains and monitor transactions for AML purposes and do trading and staking and all that.""Meanwhile, the founders of San Francisco start-up Alchemy told CNBC that they hope to be compared with AWS in the blockchain realm. Alchemy announced in October that it had raised venture capital at a $3.5 billion valuation.Google has been making itself more comfortable in the blockchain universe lately.Company veteran Shivakumar Venkataraman has taken charge of a new blockchain group, Bloomberg reported last week. That organization is separate from the cloud team oriented around digital assets, a spokesperson said.""We're going to look to the left and right of ourselves to extent there's opportunities to work with them,"" Widmann said of other Google initiatives.In a recent letter, YouTube CEO Susan Wojcicki wrote that the video service has been inspired by Web3.""The past year in the world of crypto, non-fungible tokens (NFTs), and even decentralized autonomous organizations (DAOs) has highlighted a previously unimaginable opportunity to grow the connection between creators and their fans,"" she wrote.About 82% of Google parent Alphabet's revenue came from advertising in the third quarter. Alphabet reported a $644 million operating loss on $4.99 billion in cloud revenue, which was up almost 45%. Gartner estimated that Google held 6.1% market share in 2020. — CNBC's Mackenzie Sigalos contributed to this report.WATCH: Google and C3 AI team up to grow AI in the cloud"
2022-01-27,"Robinhood anticipates first-quarter revenue of less than $340 million, down 35% compared with 2021. Wall Street expected $448.2 million in revenue for Q1, according to FactSet.Monthly active users fell to 17.3 million last quarter from 18.9 million in the third quarter. Robinhood is about to face its toughest comps in the first and second quarters of 2022 following its record year in 2021 from events like the GameStop short squeeze. Stock-trading app Robinhood gave a bleak revenue forecast for the first quarter of 2022 on Thursday as its latest earnings report showed a decline in active users.Shares of Robinhood rose 9.7% on Friday after losing more than 14% earlier in the day.  Loading chart... The newly public brokerage anticipates first-quarter revenue of less than $340 million, down 35% compared with 2021. Wall Street's consensus estimate was for $448.2 million in revenue for Q1, according to FactSet.Monthly active users fell to 17.3 million last quarter from 18.9 million in the third quarter. This number was also below estimates of 19.8 million, according to FactSet.Meanwhile, net cumulative funded accounts totaled 22.7 million at the end of the fourth quarter, about in-line with estimates. This is up from 22.4 million accounts in the third quarter. To be sure, Robinhood added 10 million accounts alone in 2021. For the fourth quarter, Robinhood reported a net loss of $423 million, or a 49 cent loss per diluted share, wider than the 45 cent loss estimate collected by Refinitiv. However, Robinhood posted $363 million in revenue in the final three months of 2021, slightly above analysts expectations of $362.1 million.Robinhood is about to face its toughest comps in the first and second quarters of 2022 following its record year in 2021 from events like the GameStop short squeeze.Robinhood's stock is more than 86% off its most recent high since the trading app's July 2021 public debut. Shares are down more than 34% in January, bringing its market capitalization to less than $10 billion. Loading chart... Fourth-quarter transaction-based revenue was $264 million. Options trading made up $163 million, cryptocurrency trading added $48 million and equities contributed $52 million to transaction based revenue in Q4.Revenue from crypto has been declining since the second quarter of 2021. After a banner $233 million in the second quarter of 2021, crypto-based revenue was only $51 million in the third quarter. And Thursday's report shows its continuing to decline.However, Robinhood is still investing heavily in its crypto business. Stock picks and investing trends from CNBC Pro:The Fed could enact a 'substitute' interest rate hike at its June meetingBuy this resilient regional bank trading at a 50% discount, Bank of America saysWhat to buy after the Fed stops hiking rates, according to Bank of America The Fed could enact a 'substitute' interest rate hike at its June meetingBuy this resilient regional bank trading at a 50% discount, Bank of America saysWhat to buy after the Fed stops hiking rates, according to Bank of America ""Robinhood has set aggressive goals to start opening its crypto platform up to customers internationally in 2022. The company believes in the immense potential of the crypto economy and sees a big opportunity in serving customers across the globe,"" the company said in a release.Robinhood's assets under custody rose to $98 billion on an annualized basis. Average revenue per user decreased by 39% to $64 year over year from $106.Looking ahead to 2022, Robinhood said it will build products intended to support long-term investing, as well as products in spending and savings. Some of these products will include instant debit card deposits and withdrawals."
2022-01-27,"The idea of higher interest rates have spooked stock investors.The S&P 500 stock index is down more than 9% in January as of 2 p.m. ET Thursday.A slower U.S. economy (and lower corporate earnings) as well as the prospect of less risky assets like bonds becoming more attractive may result from higher interest rates, according to financial experts. The specter of rising interest rates is spooking the stock market.The Federal Reserve, the U.S. central bank, is expected to increase its benchmark rate several times this year to tame stubbornly high inflation. Fed chair Jerome Powell affirmed that likelihood on Wednesday.related investing newsBank of America hikes year-end target for S&P 500, citing focus by companies on efficiency and A.I.Jesse Pounda day agoThe move would increase borrowing costs from near zero — where they've been since the beginning of the Covid pandemic — for businesses and consumers.  The forecast has caused stocks to nosedive in January.The S&P 500 index is down about 9% for the year. At one point this week, the basket of U.S. stocks dipped below 10% — the first time that's happened since the initial pandemic turmoil of March 2020. The index closed down 0.2% Wednesday after Powell's remarks, erasing earlier gains. Why does the stock market care?Broadly, the reasons seem to be twofold: A slowdown of the U.S. economy and the prospect of other investments like bonds becoming more attractive relative to stocks.When the Fed raises its benchmark interest rate, banks and lenders tend to raise borrowing costs, too. Mortgages, credit cards and other debt become pricier, reducing consumer spending and demand. Businesses also pay more to finance their operations.More from Personal Finance:What the Fed's plan to raise interest rates means for youWhy new parents may qualify for another $1,400 stimulus check3 reasons to keep your will or estate plan updatedBroadly, this dampens the outlook for company profits and reduces investor enthusiasm for buying their stock.  ""A tightening of monetary policy will put pressure on economic activity,"" according to Blair duQuesnay, a certified financial planner and investment advisor at Ritholtz Wealth Management, who is based in New Orleans. ""And it's by design."" The Fed's ""design"" is to cool off inflation. Consumer prices jumped 7% in December from a year earlier, the fastest pace since 1982.But the stock market isn't reacting just to a likely rate bump; stock gyrations have as much to do with uncertainty over how fast the Fed will accelerate.""What the market doesn't like, is rapid changes in the monetary landscape,"" according to David Stubbs, the global head of cross-asset thematic strategy at J.P. Morgan Private Bank. When inflation began accelerating in early 2021, Fed officials signaled it was likely temporary, the short-term result of a hyperactive economy emerging from its pandemic hibernation.Now, their tone has shifted as inflation has lingered well above the Fed's 2% long-run target. In large part, that seems due to consumer demand for physical goods outstripping supply, as Covid continues to disrupt manufacturers.""Since the December meeting, I would say that the inflation situation is about the same but probably slightly worse,"" Powell said Wednesday. ""I think to the extent the situation deteriorates further, our policy will have to address that,"" he added.  Investors worry an aggressive Fed response may slam the brakes on the economy — though Powell has sought to reassure the policy response will be ""nimble.""Anxiety over that outcome is the main reason for market jitters, according to CFP Lee Baker, founder of Apex Financial Services in Atlanta.""What are the trickle-down effects if the Fed raises rates too far, too fast? If it slows down the economy, what does that do to [company] earnings? You just sort of follow that domino,"" Baker said. ""If you're talking about earnings, you're talking about stocks.""(This discussion is relative to a broad basket of U.S. stocks. It's not true that all companies necessarily suffer if rates rise. Some may do better — like a bank, for example, that charges more to lend.) If rates rise, investors may see more value in bonds, certificates of deposit and other assets thought to be less risky than stocks.Yields in those conservative assets have been relatively paltry since the 2008 financial crisis, which led to a prolonged period of rock-bottom interest rates to spur the economy. Investors looking for returns were essentially ""forced"" into stocks, Baker said.The value proposition may change, if bond yields and CD rates move upward in tandem with the Fed's benchmark rate. Though it seems to play the biggest role, Fed policy isn't the only thing putting investors on edge.For one, there's the prospect of war between Ukraine and Russia. Those geopolitical tensions fuel more uncertainty — for example, how might the energy sector be impacted if fighting breaks out?The stock selloff may be a good thing, independent of what's causing it, duQuesnay said. The Federal Reserve is discussing higher interest rates because the economy and labor markets are strong; a reduction in stock prices may also tether lofty company valuations more to reality, she said.""If you take away all the outside news and information about the stock market, it's gone up double digits for three years in a row,"" according to duQuesnay. ""Maybe it should sell off despite anything else."""
2022-01-28,"Visa said during its recent earnings call that customers made $2.5 billion in payments with its crypto-linked cards in its fiscal first quarter of 2022.""People are using their crypto-linked cards to spend in a variety of ways — retail goods and services, restaurants, travel,"" Visa CFO Vasant Prabhu told CNBC in a phone interview.Visa has started a crypto consulting service and invested in crypto platforms as part of a push for digital currency adoption. Visa said during its recent earnings call that customers made $2.5 billion in payments with its crypto-linked cards in its fiscal first quarter of 2022.That was 70% of the company's crypto volume for all of fiscal 2021.""To us, this signals that consumers see utility in having a Visa card linked to an account at a crypto platform. There's value in being able to access that liquidity, to fund purchases and manage expenses, and to do so instantly and seamlessly,"" Visa CFO Vasant Prabhu told CNBC in a phone interview, providing insight as the company reported better-than-expected earnings and revenue after the bell Thursday.""We will continue to lean into the crypto space and our strategy is to be a key partner to provide the connectivity, scale, consumer value proposition, reliability and security that is needed for crypto offerings to continue to grow,"" Visa CEO Al Kelly said on the earnings call, as the stock moved up in after-hours trading and then opened strongly higher Friday. The payments company also announced its network of crypto wallet partners is growing from 54 to more than 65, including Coinbase, Circle and BlockFi. The number of merchants accepting crypto as payment also grew to almost 100 million.""Looking at the broad categories of spend, we don't see the volume concentrated in a specific merchant vertical with these programs. People are using their crypto-linked cards to spend in a variety of ways — retail goods and services, restaurants, travel. They're increasingly being treated like a general purpose account,"" Prabhu told CNBC.Back in July, Visa reported crypto-linked card usage reached $1 billion for the first six months of 2021.Mastercard and crypto exchange Gemini plan to launch a card allowing customers to earn cryptocurrency as a reward. But cardholders will not be given direct access to their digital wallet. Gemini, the crypto exchange co-founded by billionaires Cameron and Tyler Winklevoss, expects to make the card available to customers on a waitlist in early 2022, following previous plans to launch over the summer.Major cryptocurrencies saw their rapid growth slow in the second half of last year. Bitcoin, which hit an all-time high of nearly $69,000 in November, has dropped more than 45% since then.""We've seen this payment volume continue to grow despite volatility in the crypto markets,"" Prabhu said, ""Crypto rewards are a significant part of the value proposition for many of these card programs, particularly for consumers who are new to crypto who may not be directly investing in it, but are excited for the opportunity to earn it as they spend fiat [currency like the dollar]. We're watching these programs closely to see how they impact the rewards category as a whole.""Visa has no plans to hold cryptocurrency on its balance sheet, but it's created a crypto consulting service and made several recent investments in crypto platforms as it continues to push for adoption of digital currencies. "
2022-01-28,"""There are disturbing echoes of the subprime crash"" in the cryptocurrency market, Nobel Prize-winning economist Paul Krugman says.Krugman argues crypto investors are being sold speculative financial products without truly understanding the risks involved.Bitcoin and other digital currencies have dropped sharply in recent weeks. Nobel Prize-winning economist Paul Krugman has given an ominous warning about the volatile cryptocurrency market, comparing it to the subprime mortgage crisis of the late 2000s.In an opinion piece for The New York Times on Thursday, Krugman said he's ""seeing uncomfortable parallels"" between crypto and the U.S. subprime crash, which brought the whole housing market to its knees and triggered the 2007-2008 global financial crisis.related investing newsMorgan Stanley sees a sign that points to a top in bitcoinTanaya Macheel14 hours ago""There are disturbing echoes of the subprime crash 15 years ago,"" Krugman says in the piece.The subprime crisis was essentially the result of banks making loans out to people of higher risk, at a time when interest rates were low and house prices were soaring. Once the market became saturated, homeowners found themselves in negative equity unable to repay their loans, resulting in hefty losses for lenders.Krugman argues crypto investors are similarly being sold speculative financial products without truly understanding the risks involved. It's worth noting Krugman is a known bitcoin bear, having previously likened the cryptocurrency to a Ponzi scheme. ""Many borrowers didn't understand what they were getting into,"" he said in the NYT op-ed. ""And cryptocurrencies, with their huge price fluctuations seemingly unrelated to fundamentals, are about as risky as an asset class can get.""The Nobel laureate isn't convinced cryptocurrencies pose a systemic risk, however: ""The numbers aren't big enough to do that."" The entire crypto market is worth roughly $1.7 trillion, according to CoinGecko data.Bitcoin and other digital currencies have dropped sharply in recent weeks. At a price of just over $37,000, the world's top coin is currently around 46% off its November record high of nearly $69,000. At the peak, the whole crypto market was worth a combined $3 trillion."
2022-01-28,"When stocks sell-off, as they have done this month, investors often throw out the proverbial baby with the bathwater.In today's market, saying ""throw out the baby with the bathwater"" alludes to investors that have let momentum drive a stock below the level where it should have otherwise bounced."
